year,month,first,last,entertainment,food_dining,gas_transport,grocery_net,grocery_pos,health_fitness,home,kids_pets,misc_net,misc_pos,personal_care,shopping_net,shopping_pos,travel,Total Amount,median_monthly_income
2019,2,Dorothy,Thomas,586.6099999999999,84.27,796.59,134.01,344.9,339.1,260.33000000000004,208.38,80.32,28.11,22.25,21.62,385.9,7.78,3300.1700000000005,17917
2019,2,Dorothy,Zuniga,217.56,,,122.78,203.98,215.05,150.05,4.9,194.94,23.119999999999997,192.1,119.22,15.7,5.1,1464.4999999999998,4833
2019,2,Douglas,Smith,,185.75,194.21,,124.26,43.63,,161.32,,166.75,15.79,7.32,,16.9,915.9300000000001,4333
2019,2,Douglas,Willis,57.11,7.89,57.94,,111.38,27.63,77.92,276.49,17.22,,49.58,4.31,198.88,2.36,888.71,5417
2019,2,Drew,Garcia,293.33,112.62,482.28999999999996,,300.83,252.76,294.38,147.31,33.1,344.46,116.1,33.26,535.13,,2945.57,5417
2019,2,Dustin,Roberts,128.58,286.09000000000003,596.15,180.54,511.99,796.97,493.63,163.04,28.72,182.86,205.61,,77.61,16.75,3668.5400000000004,8750
2019,2,Dwayne,Martinez,225.11,351.59000000000003,231.02,64.21000000000001,59.74,514.84,175.63,211.27,1.02,1029.9099999999999,4.38,78.66,2711.24,6.27,5664.89,9583
2019,2,Dylan,Bonilla,233.48000000000002,129.70999999999998,65.02,54.24,215.42000000000002,146.89,430.28000000000003,44.37,92.48,106.84,148.9,279.01,137.06,364.59,2448.2900000000004,4333
2019,2,Dylan,Garcia,155.61,72.92999999999999,226.04999999999998,103.93,166.6,144.4,26.7,175.8,938.31,368.08000000000004,85.18,3091.4,35.120000000000005,11.379999999999999,5601.49,4583
2019,2,Eddie,Mendez,281.29,160.75,368.87,168.14,387.81,502.45000000000005,604.12,242.57,785.0699999999999,27.990000000000002,81.15,3339.27,766.95,461.22,8177.65,4833
2019,2,Edward,Hensley,132.07,243.03,,99.94999999999999,189.34,,,139.41,,34.6,79.72,391.08000000000004,124.35,922.04,2355.59,17917
2019,2,Edward,Sanchez,,,163.53,,142.58999999999997,,,329.64,84.62,26.14,58.02,,8.67,,813.2099999999999,4000
2019,2,Edward,Tapia,312.88,66.41,828.13,131.08,1017.0,225.05,369.7,1340.53,49.33,11.469999999999999,222.78,52.849999999999994,1249.3899999999999,2.43,5879.030000000001,6000
2019,2,Elizabeth,Glover,433.53,34.58,328.8,211.23,667.41,214.68,,413.5,5.16,373.02,203.24,130.59,520.36,,3536.1,5417
2019,2,Elizabeth,Maxwell,673.5699999999999,514.55,146.91,276.33000000000004,1238.6399999999999,583.46,256.98,392.87,508.96000000000004,89.03999999999999,286.38,307.78999999999996,405.45,11.08,5692.009999999999,4333
2019,2,Elizabeth,Mckee,68.0,176.09,80.09,106.61,456.03,,265.09000000000003,139.5,26.79,2.66,205.24,27.89,9.25,4.5,1567.74,4583
2019,2,Elizabeth,Payne,655.58,361.5,500.65,,1321.72,208.92000000000002,151.04,455.1,326.77,18.17,178.67,357.79,7.540000000000001,18.049999999999997,4561.5,9583
2019,2,Ellen,Carrillo,253.81,488.93,,76.04,232.74,107.32,232.06,347.03,89.69,403.85,89.28,15.530000000000001,25.64,11.21,2373.13,6500
2019,2,Ellen,Smith,97.73,16.26,236.14999999999998,88.84,85.39,80.25,94.67,532.24,534.02,94.17999999999999,54.96,2464.21,25.560000000000002,,4404.46,5667
2019,2,Emily,Hall,27.240000000000002,98.91,1172.88,83.35,531.26,207.8,422.19,460.58,269.27,753.4599999999999,569.67,464.89,339.71,5.41,5406.62,8167
2019,2,Eric,Patel,,11.72,169.74,22.3,210.38,349.91,23.2,291.65999999999997,170.25,,,22.05,10.86,,1282.0699999999997,7333
2019,2,Eric,Preston,162.82,124.72,663.19,125.58,1075.56,304.7,243.99,113.41,90.57000000000001,562.75,297.40999999999997,736.32,424.68,14.39,4940.09,6000
2019,2,Erica,Briggs,471.69,221.47,567.14,333.81,599.1,526.44,563.84,176.24,459.06999999999994,39.56,570.28,45.589999999999996,80.93,16.32,4671.4800000000005,4833
2019,2,Erica,Walker,469.20000000000005,402.89,633.54,108.21,461.15999999999997,15.53,380.61,77.39,4.11,198.87,32.56,466.64,17.92,5.24,3273.87,8167
2019,2,Erik,Patterson,265.64,88.14,392.9,72.67,401.44,443.18999999999994,376.53,338.03,384.41,53.73,279.28,13.82,81.08,14.39,3205.25,7667
2019,2,Erik,Stevens,430.72,355.65,127.69,54.19,293.28,2.88,528.77,55.28,4.59,551.95,153.82999999999998,78.85,38.39,3.02,2679.0899999999997,6000
2019,2,Erika,Anderson,,113.65,258.07,,332.39,,65.18,61.91,,8.47,,10.45,9.16,15.129999999999999,874.4100000000001,4583
2019,2,Erika,Gonzalez,72.50999999999999,66.57,195.57,94.54,70.99,466.99,72.03,214.68,1.08,9.7,108.69000000000001,4.93,4.35,1.45,1384.0800000000002,6000
2019,2,Erika,Mason,77.4,,260.97,90.97,170.17000000000002,121.18,691.4499999999999,90.71,22.03,93.65,166.14000000000001,103.71000000000001,228.01,7.95,2124.34,5417
2019,2,Erin,Chavez,973.47,300.8,218.38,515.6,2698.93,343.1,663.7,339.93,189.12,115.97999999999999,259.15,1295.25,1475.85,10.99,9400.249999999998,7333
2019,2,Felicia,Combs,115.64,250.23000000000002,,57.31,163.19,109.21000000000001,,353.47999999999996,,3.44,209.45,402.8,33.18,,1697.93,3667
2019,2,Felicia,Mckee,48.379999999999995,117.59,659.97,74.71000000000001,1138.73,377.58,332.67,337.65,520.31,802.14,382.81,1023.58,680.0200000000001,26.55,6522.690000000001,7333
2019,2,Felicia,Thomas,,22.979999999999997,193.14999999999998,,,,120.7,,274.43,4.34,,4.16,8.18,2.02,629.9599999999999,8750
2019,2,Francisco,Hernandez,104.58,53.48,,84.46,,5.03,14.37,207.17000000000002,,3.86,,192.82,282.98,8.14,956.89,7917
2019,2,Francisco,Kemp,484.56,36.79,149.88,159.62,463.03000000000003,29.18,388.49,253.76,260.11,241.39999999999998,268.92,18.08,1047.62,29.33,3830.77,6500
2019,2,Frank,Anderson,245.07999999999998,446.49,279.38,172.44,564.68,354.89,396.01000000000005,151.36,12.649999999999999,49.230000000000004,123.8,43.07,19.14,24.490000000000002,2882.71,4333
2019,2,Frank,Foster,3.25,516.75,226.85000000000002,,416.7,244.88,303.15,209.93,9.89,57.51,58.25,17.95,10.56,16.55,2092.22,4333
2019,2,Frank,Key,64.65,349.98,370.05,153.11,185.04,12.97,137.03,532.89,,24.450000000000003,187.5,14.12,22.54,8.81,2063.14,4583
2019,2,Frederick,Robinson,56.21000000000001,140.42,52.57,,474.47,,57.02,302.2,49.29,12.16,58.09,16.759999999999998,27.32,7.79,1254.3,4583
2019,2,Gabriella,Jordan,31.37,51.94,89.25,,621.13,,122.29,140.10000000000002,54.27,,,6.8,,,1117.1499999999999,4000
2019,2,Gail,Weaver,168.81,,320.57,43.89,199.47,152.64,175.14000000000001,169.43,10.85,572.47,304.08000000000004,8.309999999999999,89.18,12.98,2227.8199999999997,7667
2019,2,Gary,Barnes,107.54,393.43,127.78999999999999,165.89,228.88,257.27,507.79999999999995,166.29,132.28,523.13,47.03,773.14,116.62,8.98,3556.07,7917
2019,2,Gary,Hall,213.63,51.04,149.14,,496.96000000000004,393.34999999999997,107.7,,12.41,,332.13,11.75,63.59,20.380000000000003,1852.0800000000002,5167
2019,2,Gary,Martinez,760.85,287.8,297.18,108.38,312.03,609.32,215.21,367.64,1630.5500000000002,196.64,339.52,1706.1799999999998,565.63,23.12,7420.050000000001,8500
2019,2,George,Floyd,,112.37,,,290.99,,385.04,39.54,,,,192.18,143.99,,1164.1100000000001,4833
2019,2,George,Smith,2.12,517.4200000000001,516.0,156.17,245.57,117.44999999999999,222.36,358.37,11.620000000000001,63.34,10.99,109.81,882.47,9.82,3223.5099999999998,4833
2019,2,Gerald,Anthony,218.49,6.31,134.68,,280.59,258.59000000000003,76.22,177.48,,,,,5.76,2.4699999999999998,1160.5900000000001,16250
2019,2,Gerald,Frank,6.99,1.88,473.78,,150.9,35.25,172.57,44.66,,103.65,,,16.04,,1005.7199999999999,4833
2019,2,Gina,Gomez,119.72,186.95,749.56,,637.17,915.24,377.02,422.67999999999995,22.36,3.9,39.19,80.24,19.75,29.25,3603.0299999999997,6000
2019,2,Gina,Grimes,1193.78,186.83999999999997,314.59,311.90999999999997,374.4,467.11,39.39,218.47,1203.54,888.95,174.7,473.96,521.56,15.99,6385.189999999999,7917
2019,2,Gina,Morrison,711.02,136.89999999999998,876.79,117.62,950.37,361.04999999999995,13.77,264.8,960.76,74.02,36.019999999999996,2150.65,898.74,20.28,7572.79,8750
2019,2,Gloria,Wallace,,171.18,131.24,105.74,587.97,130.22,86.22,201.51,561.13,113.1,337.09999999999997,2.02,63.28,,2490.71,4833
2019,2,Grace,Williams,153.19,245.53000000000003,1278.09,167.66,1245.29,126.65,643.56,814.78,212.30999999999997,111.15,133.62,706.3499999999999,527.95,10.99,6377.12,9333
2019,2,Greg,Villarreal,365.63,442.0,138.21,,885.64,839.6,393.74,193.25,373.17,185.04,369.12,391.53,655.99,1934.52,7167.4400000000005,5667
2019,2,Gregory,Graham,508.95000000000005,183.45,944.11,125.39999999999999,630.33,212.76,402.23,428.13,20.84,464.09999999999997,70.76,155.79999999999998,45.31,17.46,4209.630000000001,5417
2019,2,Gregory,Wallace,198.28,181.35,190.26,43.91,1101.06,524.43,455.16,136.91,850.94,281.99,27.11,7680.740000000001,27.52,,11699.660000000002,6000
2019,2,Gregory,Webster,,185.54,39.34,,373.28,13.98,86.97,142.14000000000001,,,28.04,15.129999999999999,280.46,,1164.8799999999999,5417
2019,2,Gregory,Wood,378.44,196.39,285.16,63.1,174.5,45.13,71.46,353.0,,,225.56,,27.310000000000002,,1820.0499999999997,4833
2019,2,Guy,Thompson,204.44,66.11,,92.22,96.35,304.78,,42.61,97.93,34.4,76.44,,126.11,,1141.3899999999999,9167
2019,2,Hailey,Rhodes,,28.13,101.74,71.74,182.35000000000002,224.47,,28.71,,88.69,13.56,,15.2,,754.5899999999999,6500
2019,2,Haley,Wagner,4.69,243.26,160.34,,,76.03,396.11,124.06,,,214.1,,16.380000000000003,,1234.97,7917
2019,2,Hannah,Knight,,100.89,171.41,74.45,126.81,380.28000000000003,129.8,,804.77,3.18,58.160000000000004,,,,1849.7500000000002,4167
2019,2,Hannah,Thomas,,,510.81,78.78,113.36,15.12,171.06,303.11,19.88,944.81,59.92,12.190000000000001,12.14,,2241.1800000000003,3500
2019,2,Harry,Mckee,97.7,91.63000000000001,277.59,113.86,227.37,49.02,107.25,114.08,9.68,222.98,7.0,34.400000000000006,58.089999999999996,2284.46,3695.11,6833
2019,2,Hayden,Sanders,509.15999999999997,256.47,206.14,94.39,955.04,72.92,699.81,361.88,75.9,158.49,219.0,478.34,801.0500000000001,479.38,5367.97,6000
2019,2,Heather,Chase,22.66,156.08,345.89,118.25,351.88,62.61,285.04,204.62,4.18,100.02,64.91,427.74,303.46,22.73,2470.07,6500
2019,2,Heather,Hines,8.53,403.73,230.7,,522.31,108.21,332.36,462.23,49.76,,319.72,136.13,16.57,3.79,2594.0400000000004,7917
2019,2,Heather,Roberts,29.25,293.40999999999997,611.53,,181.32,,550.0400000000001,,24.39,,71.83,,46.31,12.09,1820.17,9583
2019,2,Heather,Stanton,39.61,6.67,43.55,,133.94,152.34,215.79000000000002,,101.39,9.35,156.91,702.36,113.38,4.57,1679.86,6000
2019,2,Helen,Campbell,94.98,574.42,476.07,37.75,923.94,100.12,247.57999999999998,41.9,17.45,1.48,71.65,91.89,583.39,6.59,3269.2099999999996,7333
2019,2,Holly,Mann,36.54,164.45,,112.72,390.96000000000004,,3.36,259.08,63.74,144.53,132.15,9.05,717.0799999999999,,2033.66,6500
2019,2,Ian,Patton,422.19,475.6,76.93,93.19,603.77,302.9,978.55,385.36,477.86,147.77,154.84,789.34,773.24,,5681.54,3500
2019,2,Jack,Hill,68.78,138.15,702.59,41.54,786.0,101.74000000000001,951.13,254.42000000000002,232.43,48.05,438.39,501.44,196.19,28.54,4489.389999999999,7917
2019,2,Jackie,Davis,600.04,112.88,1188.97,223.18,1189.94,361.32,305.52,349.94,59.15,34.72,74.57000000000001,66.62,67.45,14.969999999999999,4649.27,8750
2019,2,Jacob,Dawson,400.4,343.56,260.21,295.09000000000003,978.9,212.31,395.56,166.51999999999998,141.25,189.73000000000002,2.86,71.21000000000001,37.260000000000005,19.700000000000003,3514.5600000000004,5417
2019,2,Jacob,Patel,295.01000000000005,207.78,463.8,175.07,1185.62,86.33,174.26999999999998,335.81,518.5899999999999,4.16,227.19,48.67,139.22,13.12,3874.6399999999994,7917
2019,2,Jacob,Snow,,,14.1,,638.65,,,,,,,5765.25,802.49,9.4,7229.889999999999,4333
2019,2,Jacob,Weber,76.57000000000001,180.36,527.18,,525.02,200.92000000000002,377.24,783.9,299.25,496.94,307.64,655.1199999999999,298.01,4.17,4732.32,7917
2019,2,Jacqueline,Allen,144.15,102.19999999999999,141.72,,277.98,12.04,233.59,251.7,,452.95,60.33,147.21,18.98,2.93,1845.78,7917
2019,2,Jacqueline,Caldwell,40.370000000000005,82.61,,71.96,969.7,158.06,246.54999999999998,41.64,85.81,7.42,,42.09,518.16,,2264.37,5167
2019,2,Jacqueline,Curry,320.99,241.41,510.86,111.21000000000001,680.06,119.85,151.17,94.56,,264.95,138.85,14.52,40.05,8.23,2696.7099999999996,4833
2019,2,Jacqueline,Howard,261.31,1057.1599999999999,303.98,389.88,186.92000000000002,86.28,429.61999999999995,630.91,8.75,85.45,545.25,122.42,16.65,13.58,4138.159999999999,7083
2019,2,Jacqueline,Marsh,536.86,318.81,535.92,,965.02,197.21999999999997,497.78000000000003,281.01,,12.13,499.55,1083.6599999999999,1.48,600.16,5529.599999999999,8167
2019,2,Jacqueline,Prince,169.57999999999998,327.82,,86.46,462.78,,252.36,90.46,3.7,28.57,129.74,151.65,77.32000000000001,,1780.44,6000
2019,2,Jacqueline,Washington,482.45000000000005,274.08000000000004,143.57,389.11,798.45,415.03999999999996,381.83,283.98,,79.05,462.03000000000003,335.7,9.65,9.05,4063.9900000000007,4000
2019,2,James,Baldwin,569.02,253.38,818.74,262.54,662.61,899.9200000000001,888.45,448.96,524.9,557.26,95.22,29.72,50.83,3111.5299999999997,9173.080000000002,4833
2019,2,James,Bishop,88.36,183.04,266.04,,902.37,365.49,677.59,275.88,,36.39,249.74,19.73,91.52,8.59,3164.74,5667
2019,2,James,Cooper,792.8000000000001,262.94,549.6800000000001,223.43,647.92,219.77999999999997,400.97,531.4,568.34,6.64,376.4,103.37,236.47,20.509999999999998,4940.650000000001,4000
2019,2,James,Greene,527.35,37.6,368.98,96.03,348.03000000000003,513.6,274.83,190.45,,3.29,167.59,7.960000000000001,187.77,5.0,2728.48,5167
2019,2,James,Hunt,691.44,648.36,197.51,151.32,910.6899999999999,146.24,967.99,511.19,,295.28,157.76,596.36,278.58,939.9100000000001,6492.629999999999,8500
2019,2,James,Leon,27.99,149.53,388.92,85.15,401.57,58.01,54.239999999999995,529.32,86.84,7.8999999999999995,22.46,3472.54,11.809999999999999,7.64,5303.920000000001,7667
2019,2,James,Lynch,217.17,218.76999999999998,213.35999999999999,151.8,429.57,226.32,483.89,262.34000000000003,83.04,138.23,364.39,283.08000000000004,137.82,1029.12,4238.9,4833
2019,2,James,Reese,142.27,170.86,516.21,,1517.31,222.34,320.04,18.16,1134.3600000000001,13.49,514.02,977.71,474.57,9.54,6030.879999999999,5417
2019,2,James,Stephens,302.96,252.82000000000002,676.02,291.92,460.6,157.20999999999998,323.09,152.07999999999998,33.17,886.0100000000001,63.27,1709.65,45.94,45.4,5400.139999999999,3667
2019,2,James,Strickland,558.5699999999999,71.28,277.62,70.65,101.94999999999999,61.260000000000005,12.58,52.54,750.01,221.71,146.47,99.19999999999999,420.02,10.450000000000001,2854.309999999999,5167
2019,2,James,Yoder,365.13,124.35,,,473.94,378.54,77.39,99.37,,90.44,152.51,183.38,566.89,,2511.94,4583
2019,2,Jamie,Carr,191.33,291.11,420.99,146.76,963.04,200.67000000000002,458.06,66.19,21.77,792.3299999999999,217.82000000000002,1148.77,52.47,,4971.31,5167
2019,2,Jamie,Olson,135.66,492.37,327.63,,685.5600000000001,226.25,116.85999999999999,63.28999999999999,312.6,63.62,436.84,144.27,38.05,28.56,3071.56,7333
2019,2,Jamie,Robinson,173.45,351.25,508.31,28.33,389.38,112.91,549.66,497.69,18.96,812.29,193.7,15.88,425.34,13.23,4090.38,12083
2019,2,Janet,Carpenter,255.76,252.08,398.47,56.47,1755.31,161.7,270.61,918.15,641.73,176.37,387.82,343.53000000000003,16.439999999999998,2.57,5637.009999999999,12333
2019,2,Janet,Turner,337.84999999999997,172.77,833.8100000000001,238.26000000000002,842.68,250.79000000000002,648.8,751.25,978.2700000000001,946.6800000000001,421.31000000000006,2129.47,5133.55,9.66,13695.150000000001,5167
2019,2,Jared,Camacho,392.6,175.82,220.52,,239.26,120.34,171.64,236.8,1.99,423.38,103.4,10.55,1269.67,,3365.9700000000003,6000
2019,2,Jared,Velazquez,319.15999999999997,91.25,968.4100000000001,81.47,503.15999999999997,285.11,357.34000000000003,404.4,31.65,863.9,369.04,94.85,1036.8899999999999,5.96,5412.590000000001,9333
2019,2,Jared,Walters,345.9,180.9,830.81,29.31,875.6700000000001,292.5,462.58000000000004,112.81,387.3,5.09,324.32,11.69,51.84,29.61,3940.330000000001,3667
2019,2,Jasmine,Foster,170.14999999999998,79.09,419.0,,914.91,32.1,390.27,139.84,5.69,45.94,87.85,28.55,33.15,12.309999999999999,2358.85,9583
2019,2,Jasmine,Wade,95.98,164.45,272.1,,,80.4,66.88,165.51,,11.17,16.12,6.11,64.61,8.36,951.6899999999999,6250
2019,2,Jason,Farmer,518.51,11.07,148.10999999999999,,,274.18,33.82,131.4,,,8.49,,22.68,,1148.2600000000002,7333
2019,2,Jason,Gray,138.39,370.06,,,107.24,4.85,116.32,287.44,,,139.08,9.18,,7.75,1180.31,4583
2019,2,Jason,Hernandez,493.37,304.27,484.59000000000003,109.11,1192.58,376.57,435.88,292.56,248.85,134.47,210.84,819.32,1306.5900000000001,1397.03,7806.03,4167
2019,2,Jason,Mcmahon,503.49,313.08,624.9,,711.0699999999999,399.47,296.44000000000005,212.31,,24.200000000000003,248.2,278.02,514.28,22.35,4147.8099999999995,7917
2019,2,Jason,Murphy,624.72,289.29999999999995,144.74,111.3,1341.39,299.7,490.75,248.12,109.82,108.78,373.53999999999996,,817.48,649.09,5608.73,5417
2019,2,Jason,Singh,1180.8899999999999,118.9,690.43,155.5,283.88,253.01,292.83,,994.71,1061.47,254.39000000000001,741.8,760.47,18.55,6806.830000000001,6500
2019,2,Jeff,Elliott,322.43,479.76,682.84,,896.64,345.71,219.3,985.67,55.65,979.9300000000001,35.47,616.97,38.75,308.87,5967.990000000001,8167
2019,2,Jeffery,Brown,71.96,24.61,584.78,37.92,408.17,384.87,451.96999999999997,18.01,30.38,131.27,107.62,665.0600000000001,36.379999999999995,9.68,2962.68,6000
2019,2,Jeffery,Sanders,104.61000000000001,,65.63,,98.64,,73.84,58.7,,,1.1,76.85,287.71,,767.0799999999999,4833
2019,2,Jeffrey,Krause,58.620000000000005,71.97,231.43,110.06,,115.3,149.42,154.28,6.07,,20.54,39.78,3.58,5.59,966.6400000000001,4833
2019,2,Jeffrey,Lewis,348.84000000000003,242.44,232.31,267.53,752.24,453.95,1319.58,294.61,,147.59,152.64,462.99,871.74,2938.88,8485.34,4000
2019,2,Jeffrey,Munoz,184.48000000000002,239.73,385.52,,309.45,80.77000000000001,74.19999999999999,498.43,7.41,707.23,30.189999999999998,25.57,914.79,3.82,3461.5900000000006,5667
2019,2,Jeffrey,Powers,127.97,335.9,299.62,,399.26,120.38,390.9,543.29,71.29,749.25,220.29,4.3,42.19,40.81,3345.45,5417
2019,2,Jeffrey,Rice,159.17,61.92,731.39,,529.05,281.09000000000003,66.19999999999999,259.27,387.81,16.58,82.01,207.35999999999999,64.89,,2846.7400000000002,4833
2019,2,Jeffrey,Smith,538.55,184.5,495.45000000000005,122.36,1513.94,218.20999999999998,481.45,454.15,,171.79999999999998,,561.04,1375.73,3583.44,9700.62,7333
2019,2,Jeffrey,Smith,403.40999999999997,127.77,391.42,204.65,,136.81,121.44,,735.33,731.15,686.21,690.1199999999999,672.2,,4900.509999999999,4167
2019,2,Jeffrey,Vargas,237.16,165.56,1143.43,13.94,1278.1,293.27,281.71000000000004,391.87,225.72,47.949999999999996,429.92,289.02,50.7,33.31,4881.66,8167
2019,2,Jeffrey,White,305.06,180.07,146.26,59.43,430.94,77.94,,98.89,181.62,69.1,74.28,88.72,155.21,502.37,2369.89,3667
2019,2,Jenna,Brooks,267.18,770.21,290.98,137.3,1202.26,332.22,296.40999999999997,594.16,319.75,1559.96,749.59,1420.73,606.4399999999999,25.65,8572.84,4333
2019,2,Jennifer,Banks,330.03000000000003,340.38,,298.72,1371.99,433.33,432.98,197.53000000000003,73.5,289.75,202.44,1638.94,935.0500000000001,,6544.64,7500
2019,2,Jennifer,Bishop,108.25,573.83,198.47,132.04,2016.35,156.2,185.14,303.99,16.32,337.88,347.58000000000004,481.8,640.03,12.25,5510.13,6500
2019,2,Jennifer,Black,215.81,126.27,1208.88,260.4,1117.1,253.56,295.06,466.68999999999994,31.67,55.25,396.42,66.19,532.53,14.27,5040.099999999999,7083
2019,2,Jennifer,Carrillo,223.77999999999997,105.32,122.5,20.05,80.87,209.79999999999998,,,,100.71,54.01,97.81,331.93,,1346.78,7667
2019,2,Jennifer,Conner,22.0,42.879999999999995,108.78999999999999,,,88.75,,129.82,5.12,,194.67000000000002,81.68,132.44,,806.1500000000001,6000
2019,2,Jennifer,Garcia,55.7,,152.06,,305.59000000000003,146.82999999999998,89.91999999999999,3.29,10.76,,23.4,3.44,13.96,,804.95,5167
2019,2,Jennifer,Gonzalez,60.56,50.68,780.3199999999999,245.38,297.73,98.36,389.16,135.44,105.72,289.28999999999996,111.34,20.93,23.4,1.04,2609.35,5167
2019,2,Jennifer,Jones,160.79000000000002,92.49,254.92,,510.97,303.28,277.62,185.7,4.26,52.85000000000001,66.45,3.82,22.770000000000003,2.85,1938.7699999999998,7667
2019,2,Jennifer,Scott,203.22,218.32000000000002,159.47,120.27,276.4,51.66,283.96999999999997,32.75,153.12,15.9,71.93,25.46,2.52,9.21,1624.2,8167
2019,2,Jennifer,Scott,220.13,354.98,,94.97,,75.49,60.62,233.89,,117.17,154.53,16.13,25.17,1103.18,2456.26,4833
2019,2,Jennifer,Spencer,640.86,394.83,,179.64000000000001,758.35,176.47,429.44000000000005,471.27,62.61,394.45,176.41,1308.29,727.8100000000001,22.5,5742.930000000001,5167
2019,2,Jennifer,Vance,141.76999999999998,108.77,411.08,51.52,609.44,319.48,320.65,83.34,37.93,,232.54,20.03,9.48,13.5,2359.53,4333
2019,2,Jennifer,Vega,48.970000000000006,146.1,754.4499999999999,69.61,406.49,275.49,156.6,132.01,258.62,152.45999999999998,,180.27,19.419999999999998,,2600.49,8167
2019,2,Jeremy,Jones,513.79,,425.90000000000003,,116.63,232.71,264.25,23.72,72.09,1.54,65.99,8.56,1.96,11.25,1738.3899999999999,4333
2019,2,Jeremy,Moore,421.65,196.16,452.85,,300.91,405.51000000000005,411.53999999999996,277.33,,93.5,65.41,27.93,854.0300000000001,,3506.8199999999997,17083
2019,2,Jeremy,Perry,160.64,,119.65,,255.29000000000002,87.67,472.76,552.53,16.009999999999998,34.2,187.46,223.29000000000002,12.67,,2122.17,4000
2019,2,Jeremy,Roberson,396.31,351.99,67.91,143.13,1103.16,830.67,425.49,352.58,125.25,343.45,372.28000000000003,193.32999999999998,248.57999999999998,1941.5700000000002,6895.699999999999,6000
2019,2,Jeremy,White,4.4,69.39,131.74,77.51,351.18,171.73,97.34,292.32,8.46,9.34,225.58999999999997,6.82,,,1445.8199999999997,12083
2019,2,Jeremy,Whitney,76.13,306.0,426.91999999999996,166.17,447.23,197.01999999999998,594.61,172.66,2.78,416.24,85.96,6.27,25.56,346.71,3270.26,6000
2019,2,Jerry,Kelly,397.3,456.82000000000005,510.82000000000005,96.85,422.46000000000004,84.44,102.49000000000001,464.27,2.65,14.16,211.73000000000002,8.07,28.07,,2800.1300000000006,7083
2019,2,Jerry,Perkins,,58.02,190.79000000000002,50.18,,42.52,128.24,2.05,17.76,9.72,78.31,2.49,30.240000000000002,14.52,624.8400000000001,4000
2019,2,Jerry,Robinson,413.37,171.4,833.76,,1103.76,278.05,634.4300000000001,138.08,11.52,20.92,40.38,23.68,164.5,14.620000000000001,3848.4700000000003,4000
2019,2,Jesse,Roberts,677.01,540.89,201.2,54.19,1097.92,376.78,303.46999999999997,349.5,475.23,330.19,,443.77,546.46,876.63,6273.24,8167
2019,2,Jessica,Bell,149.26,,54.45,50.12,,236.13,97.4,166.68,1.06,204.45,185.07,211.97,16.03,,1372.62,4833
2019,2,Jessica,Benitez,5.29,60.61,613.3,,338.64,160.25,20.43,536.26,15.58,28.71,232.32999999999998,8.95,,7.57,2027.9199999999996,4583
2019,2,Jessica,Dominguez,72.48,113.48,710.55,,,33.15,575.09,846.19,105.66,124.23,55.8,60.21000000000001,197.63,8.780000000000001,2903.250000000001,3667
2019,2,Jessica,Garcia,251.74,48.480000000000004,469.87,,870.6500000000001,372.26,445.65,125.78,291.28,3.44,246.45,27.650000000000002,149.56,21.65,3324.46,5167
2019,2,Jessica,Jordan,229.53,319.21999999999997,735.1800000000001,,973.26,357.63,187.29999999999998,358.74,28.95,92.89,653.38,98.95,301.37,18.900000000000002,4355.299999999999,3750
2019,2,Jessica,Perez,880.17,178.92,201.61,350.28,3939.55,292.41,326.83000000000004,445.26,1717.09,372.34,537.66,956.27,2081.79,14.71,12294.89,11500
2019,2,Jessica,Potter,417.96,217.46,893.67,125.03999999999999,872.13,225.92,654.03,605.12,426.98,897.9699999999999,401.52,655.33,1236.7700000000002,6.640000000000001,7636.54,6500
2019,2,Jessica,Shaw,56.33,691.11,520.99,,716.66,51.620000000000005,491.2,1109.55,2659.57,533.8399999999999,276.07,3832.83,1892.25,,12832.02,9333
2019,2,Jessica,Smith,212.92000000000002,,135.51,,365.79,248.25,363.12,126.44,,27.49,38.9,338.33000000000004,19.07,,1875.82,6000
2019,2,Jessica,Terry,176.6,246.12,56.95,168.55,1190.17,34.45,288.62,177.25,147.02,141.92,259.64,156.8,217.7,14.809999999999999,3276.6,5167
2019,2,Jessica,Ward,754.32,385.98,332.88,210.15,2031.78,365.46000000000004,444.6,780.5,604.04,1151.23,891.66,1262.67,933.6,,10148.87,7083
2019,2,Jessica,Werner,6.35,186.26,343.95,111.17,757.01,64.72,157.48,218.16,19.54,247.26,203.42,42.25,315.09000000000003,3.52,2676.18,17500
2019,2,Jill,Flores,253.45,506.63,210.04,63.48,2024.52,381.78999999999996,165.63,340.88,607.6,301.36,186.53,92.53999999999999,33.69,5.75,5173.8899999999985,4333
2019,2,Jill,Jacobs,325.18,383.09999999999997,55.86,350.58,569.71,594.32,274.32,121.49000000000001,57.87,159.20999999999998,397.84,235.17000000000002,364.21,1613.0,5501.860000000001,6500
2019,2,Jim,Johnson,207.39,71.19,556.48,170.09,243.42000000000002,648.6600000000001,330.83,312.08,569.93,119.99,69.61,570.99,8.01,8.54,3887.21,7667
2019,2,Joanna,Hudson,905.9100000000001,516.02,68.52,308.89,2960.28,88.07,547.53,733.11,547.97,988.82,604.05,2053.8199999999997,750.13,7.58,11080.699999999999,6500
2019,2,Joanne,Padilla,213.23,92.02,612.15,47.13,1306.6,274.03,48.019999999999996,703.59,14.06,309.67999999999995,152.84,305.23,10.57,13.670000000000002,4102.82,6250
